id,created_at,vehicle_model,issue,status,completed_at,month
T001988,2025-03-31,E-Truck Power,Software update required,completed,2025-04-03,2025-03
T001989,2025-03-31,E-SUV Elite,Tire replacement needed,completed,2025-04-03,2025-03
T001990,2025-04-01,E-Compact City,Motor performance issue,in_progress,,2025-04
T001991,2025-04-01,E-Compact City,Tire replacement needed,in_progress,,2025-04
T001992,2025-04-02,E-Sports GT,Charging port not working,completed,2025-04-07,2025-04
T001993,2025-04-02,E-Sedan Pro,Climate control fault,completed,2025-04-05,2025-04
T001994,2025-04-02,E-Sedan Pro,Brake system check,in_progress,,2025-04
T001995,2025-04-02,E-Sedan Pro,Tire replacement needed,open,,2025-04
T001996,2025-04-03,E-Compact City,Charging port not working,completed,2025-04-06,2025-04
T001997,2025-04-03,E-SUV Elite,Software update required,open,,2025-04
T001998,2025-04-03,E-Sports GT,Tire replacement needed,in_progress,,2025-04
T001999,2025-04-03,E-Truck Power,Climate control fault,completed,2025-04-07,2025-04
T002000,2025-04-04,E-Sedan Pro,Software update required,open,,2025-04
T002001,2025-04-04,E-Sports GT,Motor performance issue,completed,2025-04-07,2025-04
T002002,2025-04-04,E-Compact City,General maintenance,in_progress,,2025-04
T002003,2025-04-05,E-Sports GT,Tire replacement needed,in_progress,,2025-04
T002004,2025-04-05,E-Sedan Pro,Display console malfunction,in_progress,,2025-04
T002005,2025-04-06,E-Compact City,General maintenance,open,,2025-04
T002006,2025-04-07,E-Compact City,Charging port not working,completed,2025-04-11,2025-04
T002007,2025-04-07,E-Sports GT,General maintenance,in_progress,,2025-04
T002008,2025-04-07,E-Compact City,Suspension noise,completed,2025-04-10,2025-04
T002009,2025-04-07,E-Sedan Pro,Brake system check,open,,2025-04
T002010,2025-04-07,E-Sports GT,Brake system check,completed,2025-04-08,2025-04
T002011,2025-04-08,E-Compact City,General maintenance,completed,2025-04-12,2025-04
T002012,2025-04-08,E-Truck Power,General maintenance,in_progress,,2025-04
T002013,2025-04-09,E-Sports GT,Brake system check,completed,2025-04-12,2025-04
T002014,2025-04-10,E-SUV Elite,Software update required,in_progress,,2025-04
T002015,2025-04-11,E-Truck Power,General maintenance,in_progress,,2025-04
T002016,2025-04-11,E-Truck Power,Climate control fault,completed,2025-04-13,2025-04
T002017,2025-04-11,E-Sedan Pro,Software update required,open,,2025-04
T002018,2025-04-12,E-Compact City,General maintenance,open,,2025-04
T002019,2025-04-12,E-Sports GT,Brake system check,completed,2025-04-18,2025-04
T002020,2025-04-12,E-Truck Power,Display console malfunction,completed,2025-04-13,2025-04
T002021,2025-04-12,E-Truck Power,Software update required,completed,2025-04-15,2025-04
T002022,2025-04-13,E-Sports GT,Suspension noise,in_progress,,2025-04
T002023,2025-04-13,E-SUV Elite,Suspension noise,open,,2025-04
T002024,2025-04-13,E-Compact City,Battery range reduced,completed,2025-04-18,2025-04
T002025,2025-04-14,E-Compact City,Tire replacement needed,completed,2025-04-17,2025-04
T002026,2025-04-14,E-SUV Elite,Brake system check,completed,2025-04-20,2025-04
T002027,2025-04-14,E-Sedan Pro,Battery range reduced,completed,2025-04-18,2025-04
T002028,2025-04-14,E-Compact City,Motor performance issue,completed,2025-04-18,2025-04
T002029,2025-04-15,E-Sports GT,Display console malfunction,completed,2025-04-19,2025-04
T002030,2025-04-16,E-Sedan Pro,General maintenance,in_progress,,2025-04
T002031,2025-04-16,E-Sports GT,Battery range reduced,in_progress,,2025-04
T002032,2025-04-16,E-Sedan Pro,General maintenance,completed,2025-04-21,2025-04
T002033,2025-04-17,E-Sedan Pro,Climate control fault,in_progress,,2025-04
T002034,2025-04-18,E-Compact City,Climate control fault,in_progress,,2025-04
T002035,2025-04-18,E-Sports GT,Brake system check,in_progress,,2025-04
T002036,2025-04-19,E-Truck Power,Display console malfunction,completed,2025-04-20,2025-04
T002037,2025-04-19,E-Truck Power,Tire replacement needed,completed,2025-04-21,2025-04
T002038,2025-04-19,E-Sports GT,Motor performance issue,in_progress,,2025-04
T002039,2025-04-19,E-Truck Power,Motor performance issue,in_progress,,2025-04
T002040,2025-04-19,E-SUV Elite,Tire replacement needed,in_progress,,2025-04
T002041,2025-04-20,E-Sedan Pro,Suspension noise,in_progress,,2025-04
T002042,2025-04-20,E-Sports GT,General maintenance,in_progress,,2025-04
T002043,2025-04-20,E-Sedan Pro,Battery range reduced,in_progress,,2025-04
T002044,2025-04-20,E-Sports GT,Software update required,open,,2025-04
T002045,2025-04-20,E-Truck Power,Charging port not working,completed,2025-04-21,2025-04
T002046,2025-04-21,E-Sports GT,Brake system check,completed,2025-04-22,2025-04
T002047,2025-04-21,E-Truck Power,Motor performance issue,completed,2025-04-25,2025-04
T002048,2025-04-21,E-Compact City,General maintenance,open,,2025-04
T002049,2025-04-21,E-Sports GT,Tire replacement needed,completed,2025-04-27,2025-04
T002050,2025-04-22,E-Sports GT,Tire replacement needed,completed,2025-04-23,2025-04
T002051,2025-04-22,E-Compact City,Motor performance issue,open,,2025-04
T002052,2025-04-22,E-Truck Power,General maintenance,completed,2025-04-25,2025-04
T002053,2025-04-22,E-SUV Elite,Battery range reduced,open,,2025-04
T002054,2025-04-23,E-Compact City,Display console malfunction,completed,2025-04-26,2025-04
T002055,2025-04-23,E-Sedan Pro,Tire replacement needed,completed,2025-04-26,2025-04
T002056,2025-04-23,E-SUV Elite,Suspension noise,open,,2025-04
T002057,2025-04-24,E-Compact City,Charging port not working,completed,2025-04-27,2025-04
T002058,2025-04-24,E-Compact City,Motor performance issue,in_progress,,2025-04
T002059,2025-04-24,E-SUV Elite,Display console malfunction,completed,2025-04-29,2025-04
T002060,2025-04-24,E-Compact City,General maintenance,completed,2025-04-25,2025-04
T002061,2025-04-24,E-Compact City,Suspension noise,open,,2025-04
T002062,2025-04-25,E-Sports GT,Battery range reduced,in_progress,,2025-04
T002063,2025-04-26,E-Sports GT,Climate control fault,open,,2025-04
T002064,2025-04-26,E-Compact City,Software update required,in_progress,,2025-04
T002065,2025-04-26,E-Sedan Pro,Tire replacement needed,in_progress,,2025-04
T002066,2025-04-27,E-Sports GT,Climate control fault,in_progress,,2025-04
T002067,2025-04-27,E-Sedan Pro,Display console malfunction,completed,2025-04-30,2025-04
T002068,2025-04-27,E-Sedan Pro,Suspension noise,completed,2025-04-30,2025-04
T002069,2025-04-28,E-Sedan Pro,Software update required,in_progress,,2025-04
T002070,2025-04-28,E-Sports GT,Suspension noise,completed,2025-05-04,2025-04
T002071,2025-04-28,E-Compact City,Motor performance issue,open,,2025-04
T002072,2025-04-29,E-Sports GT,Motor performance issue,in_progress,,2025-04
T002073,2025-04-29,E-Sports GT,Brake system check,completed,2025-05-05,2025-04
T002074,2025-04-29,E-Truck Power,Climate control fault,in_progress,,2025-04
T002075,2025-04-29,E-Sports GT,General maintenance,completed,2025-05-05,2025-04
T002076,2025-04-29,E-Truck Power,Brake system check,completed,2025-04-30,2025-04
T002077,2025-04-30,E-Truck Power,Climate control fault,in_progress,,2025-04
T002078,2025-05-01,E-SUV Elite,Charging port not working,in_progress,,2025-05
T002079,2025-05-01,E-Sports GT,Climate control fault,open,,2025-05
T002080,2025-05-01,E-Sedan Pro,Brake system check,in_progress,,2025-05
T002081,2025-05-01,E-SUV Elite,Software update required,completed,2025-05-05,2025-05
T002082,2025-05-02,E-SUV Elite,Motor performance issue,in_progress,,2025-05
T002083,2025-05-02,E-Truck Power,Charging port not working,completed,2025-05-03,2025-05
T002084,2025-05-03,E-Compact City,Brake system check,completed,2025-05-06,2025-05
T002085,2025-05-03,E-SUV Elite,Battery range reduced,in_progress,,2025-05
T002086,2025-05-03,E-SUV Elite,Charging port not working,open,,2025-05
T002087,2025-05-03,E-Sedan Pro,Charging port not working,in_progress,,2025-05
T002088,2025-05-03,E-Truck Power,Display console malfunction,open,,2025-05
T002089,2025-05-03,E-Sedan Pro,Display console malfunction,completed,2025-05-05,2025-05
T002090,2025-05-04,E-SUV Elite,General maintenance,completed,2025-05-06,2025-05
T002091,2025-05-04,E-Compact City,Motor performance issue,completed,2025-05-05,2025-05
T002092,2025-05-05,E-SUV Elite,Battery range reduced,completed,2025-05-11,2025-05
T002093,2025-05-05,E-Sports GT,Battery range reduced,completed,2025-05-08,2025-05
T002094,2025-05-05,E-Sports GT,Tire replacement needed,completed,2025-05-10,2025-05
T002095,2025-05-06,E-Truck Power,Suspension noise,open,,2025-05
T002096,2025-05-06,E-Truck Power,Battery range reduced,completed,2025-05-07,2025-05
T002097,2025-05-06,E-Sports GT,Tire replacement needed,completed,2025-05-07,2025-05
T002098,2025-05-07,E-SUV Elite,Suspension noise,completed,2025-05-13,2025-05
T002099,2025-05-07,E-Truck Power,Climate control fault,completed,2025-05-13,2025-05
T002100,2025-05-07,E-Truck Power,Motor performance issue,completed,2025-05-08,2025-05
T002101,2025-05-07,E-Sports GT,Climate control fault,completed,2025-05-12,2025-05
T002102,2025-05-07,E-SUV Elite,General maintenance,in_progress,,2025-05
T002103,2025-05-07,E-SUV Elite,Display console malfunction,open,,2025-05
T002104,2025-05-08,E-Sports GT,Motor performance issue,open,,2025-05
T002105,2025-05-08,E-Compact City,Suspension noise,completed,2025-05-10,2025-05
T002106,2025-05-08,E-Truck Power,General maintenance,in_progress,,2025-05
T002107,2025-05-08,E-Compact City,Display console malfunction,in_progress,,2025-05
T002108,2025-05-08,E-Truck Power,Brake system check,in_progress,,2025-05
T002109,2025-05-09,E-Truck Power,Brake system check,open,,2025-05
T002110,2025-05-09,E-Sports GT,Suspension noise,in_progress,,2025-05
T002111,2025-05-09,E-Compact City,Suspension noise,completed,2025-05-13,2025-05
T002112,2025-05-09,E-Truck Power,Climate control fault,completed,2025-05-14,2025-05
T002113,2025-05-09,E-SUV Elite,Software update required,open,,2025-05
T002114,2025-05-10,E-Sports GT,Display console malfunction,open,,2025-05
T002115,2025-05-10,E-SUV Elite,Display console malfunction,completed,2025-05-12,2025-05
T002116,2025-05-11,E-Sedan Pro,Charging port not working,open,,2025-05
T002117,2025-05-11,E-Truck Power,Charging port not working,completed,2025-05-13,2025-05
T002118,2025-05-12,E-Truck Power,Charging port not working,in_progress,,2025-05
T002119,2025-05-13,E-Sedan Pro,Climate control fault,in_progress,,2025-05
T002120,2025-05-13,E-Truck Power,Tire replacement needed,completed,2025-05-17,2025-05
T002121,2025-05-13,E-Sedan Pro,Software update required,in_progress,,2025-05
T002122,2025-05-13,E-Compact City,Brake system check,open,,2025-05
T002123,2025-05-13,E-Sedan Pro,Battery range reduced,completed,2025-05-18,2025-05
T002124,2025-05-14,E-Sedan Pro,Tire replacement needed,open,,2025-05
T002125,2025-05-14,E-Compact City,Charging port not working,in_progress,,2025-05
T002126,2025-05-14,E-Truck Power,General maintenance,completed,2025-05-15,2025-05
T002127,2025-05-14,E-Truck Power,Software update required,completed,2025-05-18,2025-05
T002128,2025-05-15,E-Compact City,Brake system check,in_progress,,2025-05
T002129,2025-05-15,E-Sedan Pro,Suspension noise,completed,2025-05-21,2025-05
T002130,2025-05-16,E-SUV Elite,Motor performance issue,open,,2025-05
T002131,2025-05-17,E-SUV Elite,Suspension noise,in_progress,,2025-05
T002132,2025-05-19,E-Compact City,Display console malfunction,completed,2025-05-22,2025-05
T002133,2025-05-19,E-Sports GT,Motor performance issue,in_progress,,2025-05
T002134,2025-05-19,E-SUV Elite,Battery range reduced,completed,2025-05-24,2025-05
T002135,2025-05-20,E-Truck Power,Charging port not working,completed,2025-05-24,2025-05
T002136,2025-05-20,E-Sports GT,Climate control fault,completed,2025-05-25,2025-05
T002137,2025-05-20,E-Sedan Pro,Battery range reduced,open,,2025-05
T002138,2025-05-20,E-Compact City,General maintenance,completed,2025-05-25,2025-05
T002139,2025-05-21,E-Compact City,General maintenance,completed,2025-05-22,2025-05
T002140,2025-05-21,E-Sedan Pro,Tire replacement needed,in_progress,,2025-05
T002141,2025-05-21,E-Sports GT,Charging port not working,in_progress,,2025-05
T002142,2025-05-21,E-SUV Elite,Climate control fault,completed,2025-05-23,2025-05
T002143,2025-05-22,E-Sports GT,Motor performance issue,in_progress,,2025-05
T002144,2025-05-22,E-Compact City,Brake system check,in_progress,,2025-05
T002145,2025-05-22,E-Sedan Pro,Motor performance issue,completed,2025-05-26,2025-05
T002146,2025-05-23,E-Compact City,General maintenance,completed,2025-05-24,2025-05
T002147,2025-05-23,E-Compact City,Climate control fault,in_progress,,2025-05
T002148,2025-05-24,E-Compact City,Tire replacement needed,completed,2025-05-25,2025-05
T002149,2025-05-24,E-Compact City,Motor performance issue,in_progress,,2025-05
T002150,2025-05-24,E-Sports GT,Battery range reduced,open,,2025-05
T002151,2025-05-25,E-Truck Power,Suspension noise,in_progress,,2025-05
T002152,2025-05-25,E-SUV Elite,Charging port not working,completed,2025-05-29,2025-05
T002153,2025-05-26,E-Truck Power,Tire replacement needed,in_progress,,2025-05
T002154,2025-05-26,E-SUV Elite,Tire replacement needed,in_progress,,2025-05
T002155,2025-05-27,E-Sports GT,Suspension noise,completed,2025-06-01,2025-05
T002156,2025-05-27,E-Sedan Pro,Tire replacement needed,completed,2025-05-30,2025-05
T002157,2025-05-27,E-SUV Elite,Motor performance issue,completed,2025-06-01,2025-05
T002158,2025-05-27,E-Compact City,Tire replacement needed,completed,2025-05-31,2025-05
T002159,2025-05-28,E-SUV Elite,Charging port not working,open,,2025-05
T002160,2025-05-28,E-SUV Elite,Motor performance issue,in_progress,,2025-05
T002161,2025-05-29,E-SUV Elite,Display console malfunction,completed,2025-06-04,2025-05
T002162,2025-05-30,E-Sedan Pro,Software update required,open,,2025-05
T002163,2025-05-30,E-Sedan Pro,Software update required,completed,2025-06-05,2025-05
T002164,2025-05-30,E-Compact City,General maintenance,completed,2025-06-03,2025-05
T002165,2025-05-30,E-Sports GT,Climate control fault,completed,2025-05-31,2025-05
T002166,2025-05-30,E-Truck Power,Suspension noise,in_progress,,2025-05
T002167,2025-05-31,E-Sports GT,Suspension noise,in_progress,,2025-05
T002168,2025-05-31,E-SUV Elite,Suspension noise,open,,2025-05
T002169,2025-05-31,E-Truck Power,Tire replacement needed,completed,2025-06-02,2025-05
T002170,2025-05-31,E-SUV Elite,Brake system check,completed,2025-06-02,2025-05
T002171,2025-05-31,E-Sports GT,Charging port not working,completed,2025-06-06,2025-05
T002172,2025-05-31,E-Compact City,Charging port not working,open,,2025-05
T002173,2025-06-01,E-Sports GT,Suspension noise,completed,2025-06-03,2025-06
T002174,2025-06-01,E-SUV Elite,Battery range reduced,completed,2025-06-05,2025-06
T002175,2025-06-01,E-Sedan Pro,Brake system check,in_progress,,2025-06
T002176,2025-06-02,E-Compact City,Charging port not working,in_progress,,2025-06
T002177,2025-06-02,E-Sedan Pro,Suspension noise,open,,2025-06
T002178,2025-06-02,E-SUV Elite,Brake system check,completed,2025-06-05,2025-06
T002179,2025-06-02,E-SUV Elite,Brake system check,in_progress,,2025-06
T002180,2025-06-02,E-Sedan Pro,Motor performance issue,completed,2025-06-04,2025-06
T002181,2025-06-03,E-Compact City,Display console malfunction,in_progress,,2025-06
T002182,2025-06-03,E-Sedan Pro,Charging port not working,completed,2025-06-06,2025-06
T002183,2025-06-04,E-Sports GT,Software update required,completed,2025-06-07,2025-06
T002184,2025-06-04,E-Sedan Pro,Motor performance issue,in_progress,,2025-06
T002185,2025-06-04,E-Truck Power,Tire replacement needed,open,,2025-06
T002186,2025-06-05,E-SUV Elite,Display console malfunction,completed,2025-06-10,2025-06
T002187,2025-06-05,E-Sedan Pro,Display console malfunction,open,,2025-06
T002188,2025-06-05,E-Truck Power,Climate control fault,completed,2025-06-09,2025-06
T002189,2025-06-05,E-Sedan Pro,Charging port not working,in_progress,,2025-06
T002190,2025-06-06,E-Compact City,Suspension noise,completed,2025-06-10,2025-06
T002191,2025-06-06,E-Sports GT,Charging port not working,completed,2025-06-09,2025-06
T002192,2025-06-07,E-Sports GT,General maintenance,completed,2025-06-09,2025-06
T002193,2025-06-07,E-Truck Power,Software update required,open,,2025-06
T002194,2025-06-08,E-SUV Elite,Brake system check,completed,2025-06-12,2025-06
T002195,2025-06-08,E-Compact City,Tire replacement needed,completed,2025-06-12,2025-06
T002196,2025-06-08,E-SUV Elite,Brake system check,completed,2025-06-14,2025-06
T002197,2025-06-09,E-Sedan Pro,Tire replacement needed,completed,2025-06-11,2025-06
T002198,2025-06-09,E-Sedan Pro,Battery range reduced,completed,2025-06-13,2025-06
T002199,2025-06-09,E-Sports GT,Software update required,open,,2025-06
T002200,2025-06-09,E-SUV Elite,Display console malfunction,completed,2025-06-14,2025-06
T002201,2025-06-09,E-SUV Elite,Display console malfunction,in_progress,,2025-06
T002202,2025-06-09,E-Sports GT,Display console malfunction,completed,2025-06-12,2025-06
T002203,2025-06-10,E-Compact City,Suspension noise,completed,2025-06-13,2025-06
T002204,2025-06-10,E-SUV Elite,Climate control fault,completed,2025-06-15,2025-06
T002205,2025-06-10,E-Truck Power,Suspension noise,in_progress,,2025-06
T002206,2025-06-10,E-Truck Power,Climate control fault,in_progress,,2025-06
T002207,2025-06-10,E-Truck Power,Suspension noise,in_progress,,2025-06
T002208,2025-06-11,E-Compact City,Brake system check,open,,2025-06
T002209,2025-06-11,E-Sedan Pro,Display console malfunction,in_progress,,2025-06
T002210,2025-06-11,E-Sedan Pro,Climate control fault,in_progress,,2025-06
T002211,2025-06-11,E-SUV Elite,General maintenance,open,,2025-06
T002212,2025-06-11,E-Compact City,Motor performance issue,completed,2025-06-17,2025-06
T002213,2025-06-11,E-Sports GT,Battery range reduced,completed,2025-06-12,2025-06
T002214,2025-06-11,E-Truck Power,Tire replacement needed,in_progress,,2025-06
T002215,2025-06-11,E-Truck Power,Brake system check,in_progress,,2025-06
T002216,2025-06-11,E-Compact City,Motor performance issue,completed,2025-06-12,2025-06
T002217,2025-06-11,E-Sedan Pro,Tire replacement needed,completed,2025-06-16,2025-06
T002218,2025-06-12,E-Sports GT,Display console malfunction,in_progress,,2025-06
T002219,2025-06-12,E-Truck Power,Motor performance issue,in_progress,,2025-06
T002220,2025-06-12,E-Compact City,General maintenance,in_progress,,2025-06
T002221,2025-06-13,E-Sedan Pro,Motor performance issue,completed,2025-06-16,2025-06
T002222,2025-06-13,E-Truck Power,Brake system check,open,,2025-06
T002223,2025-06-13,E-Sports GT,Climate control fault,open,,2025-06
T002224,2025-06-13,E-Compact City,General maintenance,open,,2025-06
T002225,2025-06-13,E-Sports GT,Software update required,completed,2025-06-18,2025-06
T002226,2025-06-13,E-Truck Power,Tire replacement needed,completed,2025-06-19,2025-06
T002227,2025-06-14,E-Compact City,Display console malfunction,completed,2025-06-20,2025-06
T002228,2025-06-14,E-Truck Power,Motor performance issue,in_progress,,2025-06
T002229,2025-06-14,E-SUV Elite,Suspension noise,completed,2025-06-16,2025-06
T002230,2025-06-15,E-Compact City,Tire replacement needed,in_progress,,2025-06
T002231,2025-06-15,E-Sedan Pro,Suspension noise,completed,2025-06-16,2025-06
T002232,2025-06-15,E-Sports GT,Suspension noise,completed,2025-06-17,2025-06
T002233,2025-06-15,E-Truck Power,Display console malfunction,completed,2025-06-21,2025-06
T002234,2025-06-15,E-SUV Elite,Climate control fault,completed,2025-06-21,2025-06
T002235,2025-06-15,E-Sedan Pro,Suspension noise,open,,2025-06
T002236,2025-06-15,E-Sedan Pro,Software update required,in_progress,,2025-06
T002237,2025-06-15,E-Sports GT,Suspension noise,in_progress,,2025-06
T002238,2025-06-15,E-Truck Power,Battery range reduced,completed,2025-06-20,2025-06
T002239,2025-06-15,E-Sedan Pro,General maintenance,in_progress,,2025-06
T002240,2025-06-16,E-Sedan Pro,Suspension noise,completed,2025-06-17,2025-06
T002241,2025-06-16,E-Sedan Pro,General maintenance,completed,2025-06-21,2025-06
T002242,2025-06-16,E-Truck Power,Suspension noise,in_progress,,2025-06
T002243,2025-06-16,E-Compact City,Motor performance issue,open,,2025-06
T002244,2025-06-16,E-SUV Elite,Software update required,completed,2025-06-20,2025-06
T002245,2025-06-16,E-Sports GT,Motor performance issue,completed,2025-06-21,2025-06
T002246,2025-06-16,E-SUV Elite,Motor performance issue,in_progress,,2025-06
T002247,2025-06-17,E-Truck Power,Charging port not working,open,,2025-06
T002248,2025-06-18,E-SUV Elite,General maintenance,in_progress,,2025-06
T002249,2025-06-18,E-Truck Power,Display console malfunction,in_progress,,2025-06
T002250,2025-06-18,E-Sports GT,General maintenance,in_progress,,2025-06
T002251,2025-06-19,E-Compact City,Display console malfunction,open,,2025-06
T002252,2025-06-19,E-Compact City,Climate control fault,in_progress,,2025-06
T002253,2025-06-19,E-SUV Elite,General maintenance,completed,2025-06-21,2025-06
T002254,2025-06-19,E-Compact City,Tire replacement needed,in_progress,,2025-06
T002255,2025-06-20,E-Sports GT,Climate control fault,completed,2025-06-23,2025-06
T002256,2025-06-20,E-Sports GT,Software update required,completed,2025-06-26,2025-06
T002257,2025-06-20,E-Truck Power,General maintenance,in_progress,,2025-06
T002258,2025-06-20,E-Truck Power,Battery range reduced,completed,2025-06-22,2025-06
T002259,2025-06-21,E-Compact City,Battery range reduced,open,,2025-06
T002260,2025-06-22,E-Sedan Pro,Display console malfunction,open,,2025-06
T002261,2025-06-22,E-Truck Power,Motor performance issue,completed,2025-06-27,2025-06
T002262,2025-06-22,E-Sports GT,General maintenance,completed,2025-06-28,2025-06
T002263,2025-06-24,E-Sedan Pro,General maintenance,completed,2025-06-28,2025-06
T002264,2025-06-24,E-Sports GT,Motor performance issue,open,,2025-06
T002265,2025-06-24,E-Sports GT,Motor performance issue,open,,2025-06
T002266,2025-06-24,E-SUV Elite,Motor performance issue,in_progress,,2025-06
T002267,2025-06-25,E-Sedan Pro,Motor performance issue,in_progress,,2025-06
T002268,2025-06-25,E-SUV Elite,Suspension noise,open,,2025-06
T002269,2025-06-26,E-SUV Elite,Climate control fault,completed,2025-06-29,2025-06
T002270,2025-06-26,E-SUV Elite,Charging port not working,completed,2025-06-27,2025-06
T002271,2025-06-26,E-Truck Power,Charging port not working,completed,2025-07-02,2025-06
T002272,2025-06-26,E-SUV Elite,Charging port not working,open,,2025-06
T002273,2025-06-26,E-Compact City,Software update required,open,,2025-06
T002274,2025-06-26,E-Compact City,Tire replacement needed,completed,2025-06-29,2025-06
T002275,2025-06-26,E-SUV Elite,Brake system check,in_progress,,2025-06
T002276,2025-06-26,E-Sports GT,Charging port not working,completed,2025-06-28,2025-06
T002277,2025-06-27,E-Truck Power,Suspension noise,completed,2025-07-01,2025-06
T002278,2025-06-27,E-Truck Power,Battery range reduced,completed,2025-07-03,2025-06
T002279,2025-06-27,E-Sports GT,Battery range reduced,in_progress,,2025-06
T002280,2025-06-28,E-SUV Elite,Battery range reduced,completed,2025-06-30,2025-06
T002281,2025-06-28,E-Truck Power,Software update required,in_progress,,2025-06
T002282,2025-06-28,E-Truck Power,General maintenance,in_progress,,2025-06
T002283,2025-06-29,E-Truck Power,Brake system check,completed,2025-07-04,2025-06
T002284,2025-06-29,E-Sports GT,Suspension noise,in_progress,,2025-06
T002285,2025-06-29,E-Sedan Pro,Brake system check,in_progress,,2025-06
T002286,2025-06-29,E-Sports GT,Tire replacement needed,completed,2025-06-30,2025-06
T002287,2025-06-30,E-Compact City,Suspension noise,in_progress,,2025-06
T002288,2025-06-30,E-Truck Power,Climate control fault,completed,2025-07-01,2025-06
T002289,2025-07-02,E-Sedan Pro,Brake system check,open,,2025-07
T002290,2025-07-03,E-Sedan Pro,Motor performance issue,in_progress,,2025-07
T002291,2025-07-04,E-Sedan Pro,Charging port not working,open,,2025-07
T002292,2025-07-04,E-Sedan Pro,Tire replacement needed,completed,2025-07-05,2025-07
T002293,2025-07-04,E-Compact City,General maintenance,completed,2025-07-09,2025-07
T002294,2025-07-04,E-Truck Power,Tire replacement needed,completed,2025-07-05,2025-07
T002295,2025-07-04,E-Truck Power,Display console malfunction,open,,2025-07
T002296,2025-07-04,E-SUV Elite,Charging port not working,open,,2025-07
T002297,2025-07-04,E-Sports GT,Charging port not working,completed,2025-07-06,2025-07
T002298,2025-07-06,E-SUV Elite,Software update required,in_progress,,2025-07
T002299,2025-07-06,E-Truck Power,Suspension noise,completed,2025-07-10,2025-07
T002300,2025-07-06,E-Compact City,Climate control fault,completed,2025-07-10,2025-07
T002301,2025-07-06,E-Compact City,General maintenance,completed,2025-07-07,2025-07
T002302,2025-07-06,E-Compact City,Charging port not working,open,,2025-07
T002303,2025-07-07,E-SUV Elite,Motor performance issue,in_progress,,2025-07
T002304,2025-07-07,E-Compact City,Battery range reduced,in_progress,,2025-07
T002305,2025-07-07,E-SUV Elite,Software update required,completed,2025-07-11,2025-07
T002306,2025-07-07,E-Compact City,Battery range reduced,completed,2025-07-11,2025-07
T002307,2025-07-08,E-Sedan Pro,Battery range reduced,completed,2025-07-10,2025-07
T002308,2025-07-08,E-Sedan Pro,General maintenance,completed,2025-07-13,2025-07
T002309,2025-07-09,E-SUV Elite,Battery range reduced,completed,2025-07-14,2025-07
T002310,2025-07-09,E-Sports GT,Climate control fault,in_progress,,2025-07
T002311,2025-07-09,E-Sports GT,Tire replacement needed,open,,2025-07
T002312,2025-07-10,E-Compact City,Climate control fault,in_progress,,2025-07
T002313,2025-07-10,E-Truck Power,General maintenance,completed,2025-07-14,2025-07
T002314,2025-07-10,E-Sports GT,Display console malfunction,open,,2025-07
T002315,2025-07-10,E-SUV Elite,Battery range reduced,completed,2025-07-13,2025-07
T002316,2025-07-11,E-Sports GT,Display console malfunction,open,,2025-07
T002317,2025-07-11,E-Sedan Pro,Software update required,in_progress,,2025-07
T002318,2025-07-11,E-Sports GT,Display console malfunction,open,,2025-07
T002319,2025-07-11,E-Truck Power,Software update required,completed,2025-07-14,2025-07
T002320,2025-07-11,E-Compact City,Charging port not working,open,,2025-07
T002321,2025-07-12,E-Compact City,Brake system check,in_progress,,2025-07
T002322,2025-07-12,E-SUV Elite,Battery range reduced,completed,2025-07-16,2025-07
T002323,2025-07-12,E-Compact City,Battery range reduced,completed,2025-07-17,2025-07
T002324,2025-07-13,E-Sports GT,Motor performance issue,in_progress,,2025-07
T002325,2025-07-13,E-Compact City,Motor performance issue,in_progress,,2025-07
T002326,2025-07-13,E-Sedan Pro,Battery range reduced,open,,2025-07
T002327,2025-07-13,E-Sports GT,Suspension noise,completed,2025-07-15,2025-07
T002328,2025-07-14,E-Sports GT,Battery range reduced,completed,2025-07-20,2025-07
T002329,2025-07-14,E-Truck Power,Motor performance issue,open,,2025-07
T002330,2025-07-15,E-Truck Power,Display console malfunction,open,,2025-07
T002331,2025-07-16,E-Sedan Pro,General maintenance,completed,2025-07-19,2025-07
T002332,2025-07-16,E-Sedan Pro,Display console malfunction,in_progress,,2025-07
T002333,2025-07-16,E-Truck Power,Software update required,in_progress,,2025-07
T002334,2025-07-16,E-Sedan Pro,Charging port not working,completed,2025-07-22,2025-07
T002335,2025-07-17,E-Sedan Pro,Battery range reduced,completed,2025-07-19,2025-07
T002336,2025-07-18,E-SUV Elite,Tire replacement needed,completed,2025-07-19,2025-07
T002337,2025-07-18,E-SUV Elite,Charging port not working,in_progress,,2025-07
T002338,2025-07-18,E-SUV Elite,Climate control fault,in_progress,,2025-07
T002339,2025-07-18,E-Truck Power,Suspension noise,open,,2025-07
T002340,2025-07-18,E-Truck Power,Charging port not working,completed,2025-07-19,2025-07
T002341,2025-07-19,E-Sedan Pro,General maintenance,in_progress,,2025-07
T002342,2025-07-19,E-Sports GT,Brake system check,completed,2025-07-25,2025-07
T002343,2025-07-20,E-Truck Power,Brake system check,open,,2025-07
T002344,2025-07-20,E-Compact City,Climate control fault,in_progress,,2025-07
T002345,2025-07-20,E-Compact City,Suspension noise,completed,2025-07-23,2025-07
T002346,2025-07-20,E-Compact City,Brake system check,completed,2025-07-22,2025-07
